Informe o tempo medio entre clientes (s): Informe o tempo medio de servico (s): Informe o tempo a ser simulado (s): segundo,erro_little
4170,0.00000000001705657837
4180,0.00000000001799449478
4190,0.00000000002273381483
4200,0.00000000002302513735
4210,0.00000000002185274184
4220,0.00000000002033218038
4230,0.00000000002051336878
4240,0.00000000002051336878
4250,0.00000000002260236442
4260,0.00000000002268052413
4270,0.00000000002148681233
4280,0.00000000002135180921
4290,0.00000000002185629455
4300,0.00000000002232525276
4310,0.00000000002120259524
4320,0.00000000002237499075
4330,0.00000000002059863391
4340,0.00000000002053468506
4350,0.00000000002217603878
4360,0.00000000002194155968
4370,0.00000000002434319413
4380,0.00000000002491873374
4390,0.00000000002748379302
4400,0.00000000002394529020
4410,0.00000000002413003131
4420,0.00000000002226130391
4430,0.00000000002003730515
4440,0.00000000001851674369
4450,0.00000000001774225211
4460,0.00000000001992361831
4470,0.00000000002079758588
4480,0.00000000001916333758
4490,0.00000000001909228331
4500,0.00000000002014388656
4510,0.00000000002125943865
4520,0.00000000002081890216
4530,0.00000000002025046797
4540,0.00000000002088285100
4550,0.00000000002271605126
4560,0.00000000002201971938
4570,0.00000000002339106686
4580,0.00000000002253131015
4590,0.00000000002368238938
4600,0.00000000002257394272
4610,0.00000000002168576430
4620,0.00000000002332711802
4630,0.00000000002596323156
4640,0.00000000002420108558
4650,0.00000000002258815357
4660,0.00000000002425082357
4670,0.00000000002354028084
4680,0.00000000002602718041
4690,0.00000000002690825340
4700,0.00000000002910383046
4710,0.00000000002698641310
4720,0.00000000002604139127
4730,0.00000000002637534635
4740,0.00000000002665956345
4750,0.00000000002639666263
4760,0.00000000002633271379
4770,0.00000000002614086725
4780,0.00000000002471978178
4790,0.00000000002475530891
4800,0.00000000002327738002
4810,0.00000000002066968818
4820,0.00000000002376765451
4830,0.00000000002271605126
4840,0.00000000002161471002
4850,0.00000000002228972562
4860,0.00000000002339106686
4870,0.00000000002622613238
4880,0.00000000002565059276
4890,0.00000000002576427960
4900,0.00000000002633271379
4910,0.00000000002679456657
4920,0.00000000002788169695
4930,0.00000000002588507186
4940,0.00000000002678746114
4950,0.00000000002665956345
4960,0.00000000002654587661
4970,0.00000000002359712425
4980,0.00000000002524558340
4990,0.00000000002560796020
5000,0.00000000002555822221
5010,0.00000000002397371190
5020,0.00000000002539479738
5030,0.00000000002479083605
5040,0.00000000002317790404
5050,0.00000000002262368071
5060,0.00000000002249578301
5070,0.00000000002178524028
5080,0.00000000002249578301
5090,0.00000000002422240186
5100,0.00000000002705036195
5110,0.00000000002690825340
5120,0.00000000002609823468
5130,0.00000000002496847173
5140,0.00000000002354028084
5150,0.00000000002430766699
5160,0.00000000002584243930
5170,0.00000000002765432328
5180,0.00000000002746958216
5190,0.00000000002770406127
5200,0.00000000002692956969
5210,0.00000000002664535259
5220,0.00000000002756905815
5230,0.00000000002864197768
5240,0.00000000003014832828
5250,0.00000000003073097332
5260,0.00000000003175415486
5270,0.00000000003162625717
5280,0.00000000002969358093
5290,0.00000000002978595148
5300,0.00000000002985700576
5310,0.00000000002849276370
5320,0.00000000002834354973
5330,0.00000000002583533387
5340,0.00000000002712852165
5350,0.00000000002526689968
5360,0.00000000002546585165
5370,0.00000000002279421096
5380,0.00000000002276578925
5390,0.00000000002279421096
5400,0.00000000002287237066
5410,0.00000000002389555220
5420,0.00000000002351896455
5430,0.00000000002284394895
5440,0.00000000002401634447
5450,0.00000000002395950105
5460,0.00000000002408029331
5470,0.00000000002470557092
5480,0.00000000002724220849
5490,0.00000000002631850293
5500,0.00000000002809485977
5510,0.00000000002810196520
5520,0.00000000002953726153
5530,0.00000000002984279490
5540,0.00000000003053912678
5550,0.00000000002728484105
5560,0.00000000002749089845
5570,0.00000000002736300075
5580,0.00000000002672351229
5590,0.00000000002684430456
5600,0.00000000002924593900
5610,0.00000000003036149110
5620,0.00000000003142019978
5630,0.00000000002984279490
5640,0.00000000002965805379
5650,0.00000000003068834076
5660,0.00000000002994937631
5670,0.00000000002873434823
5680,0.00000000002901856533
5690,0.00000000002951594524
5700,0.00000000003041833452
5710,0.00000000003209521537
5720,0.00000000003007016858
5730,0.00000000003004174687
5740,0.00000000003107203383
5750,0.00000000003114308811
5760,0.00000000002999200888
5770,0.00000000002923172815
5780,0.00000000002997069259
5790,0.00000000003245048674
5800,0.00000000003596767328
5810,0.00000000003550582051
5820,0.00000000004197175940
5830,0.00000000004511235829
5840,0.00000000004268940756
5850,0.00000000004112621355
5860,0.00000000003723243935
5870,0.00000000004004618859
5880,0.00000000004344968829
5890,0.00000000004091305073
5900,0.00000000003868194653
5910,0.00000000003794298209
5920,0.00000000003831956974
5930,0.00000000003685585170
5940,0.00000000003300471008
5950,0.00000000003342393029
5960,0.00000000003294786666
5970,0.00000000003490896461
5980,0.00000000003627320666
5990,0.00000000003630873380
6000,0.00000000003615951982
6010,0.00000000003650058034
6020,0.00000000003358024969
6030,0.00000000004022382427
6040,0.00000000004629185923
6050,0.00000000004739320048
6060,0.00000000004514788543
6070,0.00000000004725819736
6080,0.00000000004965272637
6090,0.00000000005164935146
6100,0.00000000004807532150
6110,0.00000000004800426723
6120,0.00000000004942535270
6130,0.00000000004763478501
6140,0.00000000004808953236
6150,0.00000000004752820359
6160,0.00000000004286704325
6170,0.00000000004221334393
6180,0.00000000003787903324
6190,0.00000000004128253295
6200,0.00000000003964117923
6210,0.00000000004671107945
6220,0.00000000004591527158
6230,0.00000000004576605761
6240,0.00000000004546052423
6250,0.00000000004351363714
6260,0.00000000004643396778
6270,0.00000000004530420483
6280,0.00000000004830269518
6290,0.00000000004634159723
6300,0.00000000004590816616
6310,0.00000000004981615120
6320,0.00000000005277200898
6330,0.00000000005640288236
6340,0.00000000006090772331
6350,0.00000000006216538395
6360,0.00000000006420464160
6370,0.00000000006291145382
6380,0.00000000006204459169
6390,0.00000000006444622613
6400,0.00000000006333067404
6410,0.00000000006325251434
6420,0.00000000006541966968
6430,0.00000000006460965096
6440,0.00000000006583888990
6450,0.00000000006757971960
6460,0.00000000006911449191
6470,0.00000000006828315691
6480,0.00000000006651390549
6490,0.00000000006486544635
6500,0.00000000006917844075
6510,0.00000000007207745512
6520,0.00000000007233325050
6530,0.00000000006691180943
6540,0.00000000006743761105
6550,0.00000000006263434216
6560,0.00000000006134825981
6570,0.00000000005916689361
6580,0.00000000006214406767
6590,0.00000000006188827228
6600,0.00000000006275513442
6610,0.00000000006474465408
6620,0.00000000006080824733
6630,0.00000000005998401775
6640,0.00000000005854161600
6650,0.00000000006176037459
6660,0.00000000006167510946
6670,0.00000000006195932656
6680,0.00000000006183142887
6690,0.00000000006404832220
6700,0.00000000006923528417
6710,0.00000000006914291362
6720,0.00000000007051426110
6730,0.00000000006698996913
6740,0.00000000006883027481
6750,0.00000000007052136652
6760,0.00000000007212719311
6770,0.00000000007118217127
6780,0.00000000007117506584
6790,0.00000000007250378076
6800,0.00000000006892975080
6810,0.00000000006915001904
6820,0.00000000006959766097
6830,0.00000000006949107956
6840,0.00000000007337774832
6850,0.00000000007194955742
6860,0.00000000007104006272
6870,0.00000000006647837836
6880,0.00000000006694733656
6890,0.00000000006638600780
6900,0.00000000006417621989
6910,0.00000000006515676887
6920,0.00000000006647837836
6930,0.00000000006963318810
6940,0.00000000006816947007
6950,0.00000000006926370588
6960,0.00000000006619416126
6970,0.00000000006734524050
6980,0.00000000006745892733
6990,0.00000000006721023738
7000,0.00000000006660627605
7010,0.00000000006630784810
7020,0.00000000006605205272
7030,0.00000000006745892733
7040,0.00000000006301092981
7050,0.00000000006357936400
7060,0.00000000006394884622
7070,0.00000000006380673767
7080,0.00000000006401990049
7090,0.00000000006518519058
7100,0.00000000006490097348
7110,0.00000000006248512818
7120,0.00000000006433253930
7130,0.00000000006416200904
7140,0.00000000006374989425
7150,0.00000000006053824109
7160,0.00000000005711342510
7170,0.00000000005526601399
7180,0.00000000005499600775
7190,0.00000000005395861535
7200,0.00000000005572076134
7210,0.00000000006053824109
7220,0.00000000005940137271
7230,0.00000000005839240202
7240,0.00000000006235723049
7250,0.00000000006178879630
7260,0.00000000006079403647
7270,0.00000000005837819117
7280,0.00000000005888978194
7290,0.00000000005805134151
7300,0.00000000005948663784
7310,0.00000000006052403023
7320,0.00000000006068034963
7330,0.00000000006299671895
7340,0.00000000005945821613
7350,0.00000000005887557109
7360,0.00000000005822187177
7370,0.00000000005920242074
7380,0.00000000005776712442
7390,0.00000000005722711194
7400,0.00000000005647393664
7410,0.00000000005604761100
7420,0.00000000005519495971
7430,0.00000000005329070518
7440,0.00000000005304912065
7450,0.00000000005260858416
7460,0.00000000005233857792
7470,0.00000000005266542757
7480,0.00000000005329070518
7490,0.00000000005414335646
7500,0.00000000005465494723
7510,0.00000000005535127912
7520,0.00000000005728395536
7530,0.00000000005893241450
7540,0.00000000005709921425
7550,0.00000000005881872767
7560,0.00000000006095035587
7570,0.00000000006266986929
7580,0.00000000006264144758
7590,0.00000000006382094853
7600,0.00000000006049560852
7610,0.00000000006025402399
7620,0.00000000005776712442
7630,0.00000000005806555237
7640,0.00000000005732658792
7650,0.00000000005758238331
7660,0.00000000005888978194
7670,0.00000000005834976946
7680,0.00000000006124878382
7690,0.00000000006038192168
7700,0.00000000006228617622
7710,0.00000000006123457297
7720,0.00000000005861977570
7730,0.00000000005739764219
7740,0.00000000005948663784
7750,0.00000000005881872767
7760,0.00000000006083666904
7770,0.00000000005906031220
7780,0.00000000005918820989
7790,0.00000000006079403647
7800,0.00000000006089351245
7810,0.00000000006028244570
7820,0.00000000005942979442
7830,0.00000000005536548997
7840,0.00000000005111644441
7850,0.00000000004953903954
7860,0.00000000005333333775
7870,0.00000000005428546501
7880,0.00000000005864819741
7890,0.00000000005854872143
7900,0.00000000005593392416
7910,0.00000000005547917681
7920,0.00000000005628919553
7930,0.00000000005449862783
7940,0.00000000005310596407
7950,0.00000000005307754236
7960,0.00000000005070432962
7970,0.00000000005175593287
7980,0.00000000005088907074
7990,0.00000000005259437330
8000,0.00000000005047695595
8010,0.00000000005006484116
8020,0.00000000005071854048
8030,0.00000000005066169706
8040,0.00000000004830269518
8050,0.00000000005110223356
8060,0.00000000005076117304
8070,0.00000000005086064903
8080,0.00000000004989431091
8090,0.00000000004995115432
8100,0.00000000005250910817
8110,0.00000000005287859040
8120,0.00000000005206857168
8130,0.00000000005333333775
8140,0.00000000005270806014
8150,0.00000000005242384304
8160,0.00000000005383071766
8170,0.00000000005557865279
8180,0.00000000005316280749
8190,0.00000000005175593287
8200,0.00000000005182698715
8210,0.00000000005692868399
8220,0.00000000006032507827
8230,0.00000000005965716809
8240,0.00000000005857714314
8250,0.00000000005698552741
8260,0.00000000005529443570
8270,0.00000000005553602023
8280,0.00000000005223910193
8290,0.00000000005302069894
8300,0.00000000005172751116
8310,0.00000000005083222732
8320,0.00000000004919797902
8330,0.00000000004870059911
8340,0.00000000004240519047
8350,0.00000000004480682492
8360,0.00000000004226308192
8370,0.00000000004419575816
8380,0.00000000004753530902
8390,0.00000000004995115432
8400,0.00000000004904165962
8410,0.00000000004608580184
8420,0.00000000004588684988
8430,0.00000000004382627594
8440,0.00000000004833111689
8450,0.00000000005054801022
8460,0.00000000005424283245
8470,0.00000000005178435458
8480,0.00000000004672529030
8490,0.00000000004590106073
8500,0.00000000004133937637
8510,0.00000000004182254543
8520,0.00000000004267519671
8530,0.00000000004290257039
8540,0.00000000004236255791
8550,0.00000000004058620107
8560,0.00000000003853983799
8570,0.00000000003906563961
8580,0.00000000004244782303
8590,0.00000000004490630090
8600,0.00000000004540368082
8610,0.00000000004079936389
8620,0.00000000004237676876
8630,0.00000000004104094842
8640,0.00000000003709033081
8650,0.00000000003825562089
8660,0.00000000004079936389
8670,0.00000000004227729278
8680,0.00000000003787192782
8690,0.00000000003582556474
8700,0.00000000003608136012
8710,0.00000000004001776688
8720,0.00000000003784350611
8730,0.00000000003929301329
8740,0.00000000004239097962
8750,0.00000000003984723662
8760,0.00000000004189359970
8770,0.00000000004030198397
8780,0.00000000003728928277
8790,0.00000000003726086106
8800,0.00000000003878142252
8810,0.00000000003734612619
8820,0.00000000003598188414
8830,0.00000000004223466021
8840,0.00000000003913669389
8850,0.00000000003775824098
8860,0.00000000003645084234
8870,0.00000000003100808499
8880,0.00000000002222577677
8890,0.00000000002518163456
8900,0.00000000002837907687
8910,0.00000000002427213985
8920,0.00000000002798117293
8930,0.00000000003230127277
8940,0.00000000002951594524
8950,0.00000000002953015610
8960,0.00000000002194155968
8970,0.00000000002012257028
8980,0.00000000002637534635
8990,0.00000000003076650046
9000,0.00000000002314948233
9010,0.00000000002236788532
9020,0.00000000002070521532
9030,0.00000000002184208370
9040,0.00000000002437161584
9050,0.00000000002492583917
9060,0.00000000002285105438
9070,0.00000000002266631327
9080,0.00000000002309263891
9090,0.00000000002623323780
9100,0.00000000002897593276
9110,0.00000000002930278242
9120,0.00000000002714273251
9130,0.00000000002941646926
9140,0.00000000003217337508
9150,0.00000000003225864020
9160,0.00000000002695799139
9170,0.00000000002630429208
9180,0.00000000003028333140
9190,0.00000000003051070507
9200,0.00000000003463185294
9210,0.00000000003920774816
9220,0.00000000003831246431
9230,0.00000000003556976935
9240,0.00000000003737454790
9250,0.00000000003274180926
9260,0.00000000002651745490
9270,0.00000000002432898327
9280,0.00000000002560796020
9290,0.00000000002862066140
9300,0.00000000003313971320
9310,0.00000000003429079243
9320,0.00000000003595346243
9330,0.00000000003333866516
9340,0.00000000003645084234
9350,0.00000000003777245183
9360,0.00000000004071409876
9370,0.00000000004247624474
9380,0.00000000004148148491
9390,0.00000000004304467893
9400,0.00000000003879563337
9410,0.00000000003559819106
9420,0.00000000003332445431
9430,0.00000000003814193406
9440,0.00000000003977618235
9450,0.00000000004219202765
9460,0.00000000004513367458
9470,0.00000000004320099833
9480,0.00000000004202149739
9490,0.00000000003966249551
9500,0.00000000004349942628
9510,0.00000000004285993782
9520,0.00000000004681055543
9530,0.00000000004722267022
9540,0.00000000004732214620
9550,0.00000000004949640697
9560,0.00000000004850164714
9570,0.00000000004949640697
9580,0.00000000005560707450
9590,0.00000000005429967587
9600,0.00000000005807976322
9610,0.00000000005576339390
9620,0.00000000005617550869
9630,0.00000000005761080502
9640,0.00000000005456968211
9650,0.00000000004723688107
9660,0.00000000004241940132
9670,0.00000000004710898338
9680,0.00000000004432365586
9690,0.00000000003819877747
9700,0.00000000004163780432
9710,0.00000000004386890851
9720,0.00000000004435207757
9730,0.00000000004763478501
9740,0.00000000004671107945
9750,0.00000000004183675628
9760,0.00000000004111200269
9770,0.00000000003954880867
9780,0.00000000003970512807
9790,0.00000000003724665021
9800,0.00000000003649347491
9810,0.00000000003869615739
9820,0.00000000003809930149
9830,0.00000000003316813491
9840,0.00000000004057199021
9850,0.00000000004293099209
9860,0.00000000003993250175
9870,0.00000000003460343123
9880,0.00000000003417710559
9890,0.00000000003896616363
9900,0.00000000004058620107
9910,0.00000000004031619483
9920,0.00000000003991829090
9930,0.00000000004027356226
9940,0.00000000004449418611
9950,0.00000000004823164090
9960,0.00000000005036326911
9970,0.00000000005329070518
9980,0.00000000005584865903
9990,0.00000000005348965715
10000,0.00000000005414335646
10010,0.00000000005343281373
10020,0.00000000005934452929
10030,0.00000000006082245818
10040,0.00000000005520917057
10050,0.00000000004962430467
10060,0.00000000004912692475
10070,0.00000000004878586424
10080,0.00000000004921218988
10090,0.00000000004419575816
10100,0.00000000004209255167
10110,0.00000000003973354978
10120,0.00000000003396394277
10130,0.00000000003441869012
10140,0.00000000003610978183
10150,0.00000000003613820354
10160,0.00000000004197886483
10170,0.00000000004229150363
10180,0.00000000004175149115
10190,0.00000000004321520919
10200,0.00000000004443734269
10210,0.00000000004637001894
10220,0.00000000005178435458
10230,0.00000000005233857792
10240,0.00000000005216804766
10250,0.00000000005154277005
10260,0.00000000005267963843
10270,0.00000000004781952612
10280,0.00000000005002220860
10290,0.00000000005142908321
10300,0.00000000005282174698
10310,0.00000000005276490356
10320,0.00000000005556444194
10330,0.00000000005728395536
10340,0.00000000006205880254
10350,0.00000000005914557732
10360,0.00000000005819345006
10370,0.00000000006291145382
10380,0.00000000006468781066
10390,0.00000000006669154118
10400,0.00000000006950529041
10410,0.00000000006920686246
10420,0.00000000007312905836
10430,0.00000000007013056802
10440,0.00000000006883738024
10450,0.00000000007142375580
10460,0.00000000006897948879
10470,0.00000000006238565220
10480,0.00000000006245670647
10490,0.00000000006156142263
10500,0.00000000006205880254
10510,0.00000000005790923296
10520,0.00000000005564970706
10530,0.00000000005488232091
10540,0.00000000004887112937
10550,0.00000000004853006885
10560,0.00000000004931166586
10570,0.00000000004995115432
10580,0.00000000005147171578
10590,0.00000000005110223356
10600,0.00000000004641265150
10610,0.00000000004672529030
10620,0.00000000004705213996
10630,0.00000000004745004389
10640,0.00000000004948219612
10650,0.00000000004702371825
10660,0.00000000004372679996
10670,0.00000000004271782927
10680,0.00000000004163780432
10690,0.00000000004480682492
10700,0.00000000004831690603
10710,0.00000000004976641321
10720,0.00000000004656897090
10730,0.00000000004345679372
10740,0.00000000004342837201
10750,0.00000000004274625098
